pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
NAS100,2026-03-17T13:00:00+00:00,2026-03-18T14:00:00+00:00,2026-03-18T16:00:00+00:00,NY,bullish,BOS BOS,proximal,24860.25,24810.48,24936.0,24954.0,1.52,1.88,sl,24860.25,0.0,-1.0,-1.0,0.0,2.502,-0.974,2,-1,-1,2,discount,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-17T11:00:00+00:00,BOS,BOS,False,False,False,,,,,False,13,bullish,with_trend,2026-03-17T12:00:00+00:00,1,2026-03-17T12:00:00+00:00,LONG,aligned,no_fvg,London,NY,False,True,Fill only,False,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-17T13:00:00+00:00,2026-03-18T14:00:00+00:00,2026-03-18T16:00:00+00:00,NY,bullish,BOS BOS,50pct,24836.38,24810.48,24936.0,24954.0,3.849,4.545,sl,24836.38,0.0,-1.0,-1.0,0.0,5.729,-0.951,2,-1,-1,2,discount,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-17T11:00:00+00:00,BOS,BOS,False,False,False,,,,,False,13,bullish,with_trend,2026-03-17T12:00:00+00:00,1,2026-03-17T12:00:00+00:00,LONG,aligned,no_fvg,London,NY,False,True,Fill only,False,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-20T14:00:00+00:00,2026-03-23T11:00:00+00:00,2026-03-23T11:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,24424.75,24504.02,24295.25,,1.63,,sl,24504.02,-1.0,-1.0,-1.0,-250.0,6.929,-4.267,0,-1,-1,2,discount,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2026-03-20T12:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,14,bearish,with_trend,2026-03-20T13:00:00+00:00,1,2026-03-20T13:00:00+00:00,SHORT,counter,no_fvg,London,London,True,False,OB only,False,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-20T14:00:00+00:00,2026-03-23T11:00:00+00:00,2026-03-23T11:00:00+00:00,NY,bearish,CHoCH CHoCH,50pct,24463.38,24504.02,24295.25,,4.139,,sl,24504.02,-1.0,-1.0,-1.0,-250.0,14.466,-7.373,0,-1,-1,2,discount,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2026-03-20T12:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,14,bearish,with_trend,2026-03-20T13:00:00+00:00,1,2026-03-20T13:00:00+00:00,SHORT,counter,no_fvg,London,London,True,False,OB only,False,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-23T13:00:00+00:00,,,NY,bullish,BOS BOS,proximal,23971.5,23843.23,24495.75,24527.5,4.09,4.34,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,4,discount,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-23T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,bullish,with_trend,2026-03-23T12:00:00+00:00,1,2026-03-23T12:00:00+00:00,LONG,aligned,fresh,London,NY,False,False,never_filled,False,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
NAS100,2026-03-23T13:00:00+00:00,,,NY,bullish,BOS BOS,50pct,23908.38,23843.23,24495.75,24527.5,9.018,9.506,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,4,discount,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-23T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,bullish,with_trend,2026-03-23T12:00:00+00:00,1,2026-03-23T12:00:00+00:00,LONG,aligned,fresh,London,NY,False,False,never_filled,False,"08:30-11:00 America/New_York, 11:00-13:00 America/New_York"
GOLD,2026-03-02T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,5549.2,5573.805,5501.0,,1.96,,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,454,premium,7.0,4.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2026-01-29T12:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,8,bearish,with_trend,2026-03-02T07:00:00+00:00,1,2026-01-29T15:00:00+00:00,SHORT,aligned,fresh,London,London,True,False,never_filled,False,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-02T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,50pct,5561.25,5573.805,5501.0,,4.801,,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,454,premium,7.0,4.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2026-01-29T12:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,8,bearish,with_trend,2026-03-02T07:00:00+00:00,1,2026-01-29T15:00:00+00:00,SHORT,aligned,fresh,London,London,True,False,never_filled,False,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-05T13:00:00+00:00,2026-03-05T14:00:00+00:00,2026-03-05T15:00:00+00:00,NY,bullish,BOS BOS,proximal,5122.0,5092.795,5175.6,5191.4,1.84,2.38,sl,5092.795,-1.0,-1.0,-1.0,-250.0,0.589,-1.935,1,-1,-1,38,premium,4.5,3.0,0.0,1.0,0.5,0.0,"structure,fvg,freshness",False,h1_only,2026-03-03T21:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,bullish,with_trend,2026-03-05T12:00:00+00:00,1,2026-03-04T01:00:00+00:00,LONG,counter,fresh,Other,NY,False,True,Fill only,False,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-05T13:00:00+00:00,2026-03-05T14:00:00+00:00,2026-03-05T15:00:00+00:00,NY,bullish,BOS BOS,50pct,5107.65,5092.795,5175.6,5191.4,4.576,5.64,sl,5092.795,-1.0,-1.0,-1.0,-250.0,2.124,-2.837,1,-1,-1,38,premium,4.5,3.0,0.0,1.0,0.5,0.0,"structure,fvg,freshness",False,h1_only,2026-03-03T21:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,bullish,with_trend,2026-03-05T12:00:00+00:00,1,2026-03-04T01:00:00+00:00,LONG,counter,fresh,Other,NY,False,True,Fill only,False,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-09T16:00:00+00:00,2026-03-09T19:00:00+00:00,2026-03-10T01:00:00+00:00,NY,bearish,Range BOS,proximal,5147.9,5177.005,5092.8,5071.0,1.89,2.64,sl,5177.005,-1.0,-1.0,-1.0,-250.0,0.715,-1.625,5,-1,-1,22,premium,6.4,4.0,1.44,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2026-03-06T18:00:00+00:00,BOS,Range,False,True,False,,,,,False,16,bearish,with_trend,2026-03-09T15:00:00+00:00,1,2026-03-09T00:00:00+00:00,SHORT,aligned,fresh,NY,NY,False,False,Neither,True,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-09T16:00:00+00:00,2026-03-09T22:00:00+00:00,2026-03-10T01:00:00+00:00,NY,bearish,Range BOS,50pct,5162.2,5177.005,5092.8,5071.0,4.689,6.162,sl,5162.2,0.0,-1.0,-1.0,0.0,2.371,-2.229,3,-1,-1,22,premium,6.4,4.0,1.44,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2026-03-06T18:00:00+00:00,BOS,Range,False,True,False,,,,,False,16,bearish,with_trend,2026-03-09T15:00:00+00:00,1,2026-03-09T00:00:00+00:00,SHORT,aligned,fresh,NY,Other,False,False,Neither,True,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-13T15:00:00+00:00,,,NY,bearish,BOS BOS,proximal,5109.8,5129.005,5071.0,5066.0,2.02,2.28,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,3,premium,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2026-03-13T12:00:00+00:00,BOS,BOS,False,False,False,,,,,False,15,bearish,with_trend,2026-03-13T14:00:00+00:00,1,2026-03-13T14:00:00+00:00,SHORT,aligned,no_fvg,London,NY,True,False,never_filled,True,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-13T15:00:00+00:00,,,NY,bearish,BOS BOS,50pct,5119.15,5129.005,5071.0,5066.0,4.888,5.396,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,3,premium,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2026-03-13T12:00:00+00:00,BOS,BOS,False,False,False,,,,,False,15,bearish,with_trend,2026-03-13T14:00:00+00:00,1,2026-03-13T14:00:00+00:00,SHORT,aligned,no_fvg,London,NY,True,False,never_filled,True,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-25T12:00:00+00:00,,,London,bearish,BOS BOS,proximal,4638.2,4676.505,4505.0,4478.4,3.48,4.17,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,70,premium,5.0,1.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2026-03-20T11:00:00+00:00,BOS,BOS,True,False,False,,,,,False,12,bullish,against_trend,2026-03-25T11:00:00+00:00,1,2026-03-22T23:00:00+00:00,SHORT,aligned,fresh,London,London,True,False,never_filled,False,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-25T12:00:00+00:00,,,London,bearish,BOS BOS,50pct,4657.1,4676.505,4505.0,4478.4,7.84,9.211,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,70,premium,5.0,1.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2026-03-20T11:00:00+00:00,BOS,BOS,True,False,False,,,,,False,12,bullish,against_trend,2026-03-25T11:00:00+00:00,1,2026-03-22T23:00:00+00:00,SHORT,aligned,fresh,London,London,True,False,never_filled,False,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-25T13:00:00+00:00,2026-03-26T06:00:00+00:00,2026-03-26T16:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,4427.6,4371.695,4516.5,4601.0,1.59,3.1,sl,4371.695,-1.0,-1.0,-1.0,-250.0,0.876,-1.159,10,-1,-1,19,premium,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-24T17:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bearish,against_trend,2026-03-25T12:00:00+00:00,1,2026-03-24T20:00:00+00:00,LONG,counter,no_fvg,NY,Asia,False,True,Fill only,False,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-25T13:00:00+00:00,2026-03-26T16:00:00+00:00,2026-03-26T16:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,4399.9,4371.695,4516.5,4601.0,4.135,7.131,sl,4371.695,-1.0,-1.0,-1.0,-250.0,1.383,-1.315,0,-1,-1,19,premium,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-24T17:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bearish,against_trend,2026-03-25T12:00:00+00:00,1,2026-03-24T20:00:00+00:00,LONG,counter,no_fvg,NY,NY,False,False,Neither,False,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-27T15:00:00+00:00,2026-03-30T00:00:00+00:00,2026-03-30T03:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,4471.2,4440.495,4541.6,,2.29,,tp1,4541.6,2.293,2.29,3.433,573.25,2.501,-0.863,3,3,-1,2,premium,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2026-03-27T13:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,15,bullish,with_trend,2026-03-27T14:00:00+00:00,1,2026-03-27T14:00:00+00:00,LONG,counter,no_fvg,NY,Asia,True,False,OB only,True,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
GOLD,2026-03-27T15:00:00+00:00,2026-03-30T00:00:00+00:00,2026-03-30T03:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,4456.1,4440.495,4541.6,,5.481,,tp1,4541.6,5.479,5.481,7.722,1369.75,5.889,-0.731,3,3,-1,2,premium,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2026-03-27T13:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,15,bullish,with_trend,2026-03-27T14:00:00+00:00,1,2026-03-27T14:00:00+00:00,LONG,counter,no_fvg,NY,Asia,True,False,OB only,True,"02:00-05:00 America/New_York, 07:00-11:00 America/New_York"
